2011 Old Faithful Geyser Eruptions

All times are local time (MST or MDT)

  Time and Date     Interval
  
01/30/11 03:05:39,  1:32:24
01/30/11 04:43:33,  1:37:54
01/30/11 06:13:45,  1:30:12
01/30/11 08:00:27,  1:46:42
01/30/11 09:25:09,  1:24:42
01/30/11 11:09:39,  1:44:30
01/30/11 12:32:09,  1:22:30
01/30/11 14:13:21,  1:41:12
01/30/11 15:43:33,  1:30:12
01/30/11 17:10:27,  1:26:54
01/30/11 18:48:21,  1:37:54
01/30/11 20:26:15,  1:37:54
01/30/11 22:04:09,  1:37:54
01/30/11 23:35:27,  1:31:18
01/31/11 01:07:51,  1:32:24
01/31/11 02:40:15,  1:32:24
01/31/11 04:12:39,  1:32:24
01/31/11 05:42:51,  1:30:12
01/31/11 07:25:09,  1:42:18
01/31/11 08:56:27,  1:31:18
01/31/11 10:38:45,  1:42:18
01/31/11 12:11:09,  1:32:24
01/31/11 13:52:21,  1:41:12
01/31/11 15:25:51,  1:33:30
01/31/11 16:52:45,  1:26:54
01/31/11 18:22:57,  1:30:12
01/31/11 19:52:03,  1:29:06
01/31/11 21:06:51,  1:14:48
01/31/11 22:52:27,  1:45:36
02/01/11 00:32:33,  1:40:06
02/01/11 02:15:57,  1:43:24
02/01/11 03:36:15,  1:20:18
02/01/11 05:14:09,  1:37:54
02/01/11 06:41:03,  1:26:54
02/01/11 07:49:15,  1:08:12
02/01/11 09:34:51,  1:45:36
02/01/11 10:56:15,  1:21:24
02/01/11 12:27:33,  1:31:18
02/01/11 13:30:15,  1:02:42
02/01/11 15:10:21,  1:40:06
02/01/11 16:48:15,  1:37:54
02/01/11 18:18:27,  1:30:12
02/01/11 19:50:51,  1:32:24
02/01/11 21:28:45,  1:37:54
02/01/11 22:51:15,  1:22:30
02/02/11 00:30:15,  1:39:00
02/02/11 01:56:03,  1:25:48
02/02/11 03:30:39,  1:34:36
02/02/11 05:08:33,  1:37:54
02/02/11 06:42:03,  1:33:30
02/02/11 08:14:27,  1:32:24
02/02/11 09:53:27,  1:39:00
02/02/11 11:23:39,  1:30:12
