link;kom0;kom1;kom2;kom3;kom4;kom5;Число избирателей, включенных в список избирателей на момент окончания голосования;Число избирательных бюллетеней, полученных участковой избирательной комиссией;Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно;Число избирательных бюллетеней, выданных участковой избирательной комиссией избирателям в помещении;Число избирательных бюллетеней, выданных комиссией избирателям, проголосовавшим вне помещения;Число погашенных избирательных бюллетеней;Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования;Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования;Число недействительных избирательных бюллетеней;Число действительных избирательных бюллетеней;Число открепительных удостоверений, полученных участковой избирательной комиссией;Число открепительных удостоверений, выданных комиссией избирателям на участке до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных территориальной избирательной комиссией избирателям;Число утраченных открепительных удостоверений;Число утраченных избирательных бюллетеней;Число избирательных бюллетеней, не учтенных при получении;Абрамов Иван Николаевич;Жаровский Дмитрий Сергеевич;Кобызов Роман Александрович;Кожемяко Олег Николаевич
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000025&tvd=4284000141606&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141606;УИК №116;Благовещенская;Избирательная комиссия Амурской области;"";"";"";112;100;0;40;4;56;4;40;1;43;3;0;2;3;0;0;0;0;5;0;3;35
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003001&tvd=4284003231003&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231003;УИК №117;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";150;170;0;33;112;25;112;33;1;144;0;0;5;0;0;0;0;0;9;5;26;104
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003002&tvd=4284003231004&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231004;УИК №118;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";73;70;0;20;25;25;25;20;1;44;0;0;3;0;0;0;0;0;2;1;4;37
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003003&tvd=4284003231005&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231005;УИК №119;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";4;50;0;4;0;46;0;4;0;4;0;0;4;0;0;0;0;0;0;0;0;4
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003005&tvd=4284003231007&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231007;УИК №121;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";4;50;0;4;0;46;0;4;0;4;0;0;4;0;0;0;0;0;1;0;1;2
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003004&tvd=4284003231006&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231006;УИК №120;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";8;50;0;8;0;42;0;8;0;8;0;0;8;0;0;0;0;0;2;0;0;6
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003006&tvd=4284003231008&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231008;УИК №122;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";4;50;0;4;0;46;0;4;0;4;0;0;4;0;0;0;0;0;1;0;1;2
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003007&tvd=4284003231009&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231009;УИК №123;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";69;100;0;32;35;33;35;32;0;67;0;0;10;0;0;0;0;0;4;0;5;58
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003008&tvd=4284003231010&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231010;УИК №124;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1120;1000;0;262;5;733;5;262;2;265;20;3;3;17;0;0;0;0;30;5;39;191
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003010&tvd=4284003231012&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231012;УИК №126;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1429;1200;0;354;17;829;17;354;6;365;20;10;3;10;0;0;0;0;33;7;43;282
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003009&tvd=4284003231011&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231011;УИК №125;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2391;2000;0;594;3;1403;3;593;38;558;30;8;2;22;0;0;0;0;77;12;47;422
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003011&tvd=4284003231013&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231013;УИК №127;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1373;1200;0;236;20;944;20;236;1;255;20;5;2;15;0;0;0;0;29;7;19;200
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003013&tvd=4284003231015&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231015;УИК №129;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2415;2000;0;537;18;1445;18;537;13;542;30;8;9;22;0;0;0;0;67;22;96;357
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003012&tvd=4284003231014&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231014;УИК №128;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1192;1000;0;290;20;690;20;290;6;304;20;5;7;15;1;0;0;0;36;6;39;223
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003014&tvd=4284003231016&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231016;УИК №130;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2607;2000;0;603;8;1389;8;603;9;602;30;9;13;21;0;0;0;0;83;18;91;410
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003015&tvd=4284003231017&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231017;УИК №131;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1114;1000;0;304;5;691;5;304;4;305;20;5;8;15;0;0;0;0;44;13;38;210
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003016&tvd=4284003231018&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231018;УИК №132;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1513;1200;0;540;22;638;22;540;11;551;30;11;7;19;0;0;0;0;59;9;127;356
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003018&tvd=4284003231020&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231020;УИК №134;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2471;2000;0;521;2;1477;2;520;5;517;30;11;10;19;0;0;0;0;85;13;51;368
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003019&tvd=4284003231021&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231021;УИК №135;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2778;2500;0;681;9;1810;9;681;9;681;30;7;6;23;0;0;0;0;100;20;130;431
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003017&tvd=4284003231019&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231019;УИК №133;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1515;1200;0;312;9;879;9;312;5;316;20;7;8;13;0;0;0;0;49;6;47;214
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003020&tvd=4284003231022&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231022;УИК №136;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2475;2000;0;642;25;1333;25;642;9;658;30;18;7;12;0;0;0;0;66;10;127;455
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003022&tvd=4284003231024&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231024;УИК №138;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2034;2000;0;406;16;1578;16;406;7;415;30;11;5;19;0;0;0;0;61;3;59;292
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003021&tvd=4284003231023&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231023;УИК №137;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1413;1200;0;345;11;844;11;345;13;343;30;4;12;26;0;0;0;0;47;7;59;230
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003023&tvd=4284003231025&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231025;УИК №139;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2471;2000;0;505;5;1490;5;505;7;503;40;20;7;20;0;0;0;0;65;15;60;363
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003024&tvd=4284003231026&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231026;УИК №140;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1016;900;0;277;4;619;4;277;4;277;30;6;8;24;0;0;0;0;39;15;35;188
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003025&tvd=4284003231027&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231027;УИК №141;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";749;600;0;93;0;507;0;93;1;92;20;2;4;18;0;0;0;0;12;2;13;65
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003026&tvd=4284003231028&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231028;УИК №142;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2348;2000;0;557;4;1439;4;557;5;556;30;11;4;19;0;0;0;0;66;12;81;397
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003027&tvd=4284003231029&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231029;УИК №143;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1856;1500;0;354;15;1131;15;354;7;362;30;5;3;25;0;0;0;0;43;9;68;242
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003028&tvd=4284003231030&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231030;УИК №144;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2034;2000;0;437;6;1557;6;437;5;438;30;10;10;20;0;0;0;0;49;8;87;294
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003030&tvd=4284003231032&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231032;УИК №146;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1228;1000;0;153;2;845;2;153;3;152;20;4;6;16;0;0;0;0;21;6;19;106
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003031&tvd=4284003231033&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231033;УИК №147;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1553;1500;0;352;20;1128;20;351;15;356;20;6;4;14;0;0;0;0;49;10;34;263
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003029&tvd=4284003231031&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231031;УИК №145;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1575;1500;0;328;10;1162;10;328;11;327;20;3;2;17;0;0;0;0;46;7;53;221
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003032&tvd=4284003231034&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231034;УИК №148;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2026;2000;0;460;18;1522;18;460;29;449;20;8;4;12;1;0;0;0;37;12;47;353
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003033&tvd=4284003231035&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231035;УИК №149;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";930;900;0;177;41;682;41;177;2;216;20;2;7;18;0;0;0;0;25;10;29;152
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003034&tvd=4284003231036&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231036;УИК №150;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1790;1500;0;551;12;937;12;551;29;534;30;9;6;21;0;0;0;0;60;19;77;378
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003035&tvd=4284003231037&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231037;УИК №151;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1265;1000;0;392;7;601;7;392;17;382;20;2;9;18;0;0;0;0;41;13;63;265
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003036&tvd=4284003231038&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231038;УИК №152;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1535;1500;0;445;5;1050;5;444;15;434;30;9;3;21;0;0;0;0;73;18;52;291
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003037&tvd=4284003231039&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231039;УИК №153;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2531;2000;0;846;17;1137;17;845;30;832;30;7;5;23;0;0;0;0;93;23;123;593
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003038&tvd=4284003231040&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231040;УИК №154;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2591;2500;0;780;15;1705;15;778;41;752;30;10;12;20;0;0;0;0;118;12;141;481
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003039&tvd=4284003231041&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231041;УИК №155;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2532;2000;0;556;2;1442;2;553;4;551;30;18;4;12;0;0;0;0;70;16;112;353
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003040&tvd=4284003231042&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231042;УИК №156;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2579;2500;0;646;14;1840;14;646;12;648;30;14;8;16;0;0;0;0;95;13;119;421
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003041&tvd=4284003231043&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231043;УИК №157;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2460;2000;0;612;11;1377;11;612;6;617;30;21;2;9;0;0;0;0;69;8;108;432
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003042&tvd=4284003231044&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231044;УИК №158;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2095;2000;0;481;2;1517;2;481;7;476;30;10;2;20;0;0;0;0;59;7;77;333
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003043&tvd=4284003231045&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231045;УИК №159;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1362;1100;0;374;2;724;2;374;8;368;20;5;7;15;0;0;0;0;33;35;62;238
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003044&tvd=4284003231046&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231046;УИК №160;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2741;2500;0;680;3;1817;3;680;12;671;30;7;8;23;0;0;0;0;66;27;127;451
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003045&tvd=4284003231047&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231047;УИК №161;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1805;1500;0;380;9;1111;9;380;7;382;20;7;5;13;0;0;0;0;56;12;66;248
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003046&tvd=4284003231048&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231048;УИК №162;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2786;2500;0;842;8;1650;8;842;16;834;80;67;28;13;0;0;0;0;115;21;81;617
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003047&tvd=4284003231049&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231049;УИК №163;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2470;2000;0;586;9;1405;9;585;8;586;30;14;6;16;0;0;0;0;67;13;100;406
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003048&tvd=4284003231050&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231050;УИК №164;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1908;1500;0;273;9;1218;9;273;4;278;30;11;4;19;0;0;0;0;28;3;39;208
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003049&tvd=4284003231051&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231051;УИК №165;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";469;400;0;176;5;219;5;176;5;176;20;4;4;16;0;0;0;0;27;10;16;123
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003050&tvd=4284003231052&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231052;УИК №166;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";221;220;0;192;27;1;27;192;27;192;10;0;5;10;0;0;0;0;19;13;14;146
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003051&tvd=4284003231053&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231053;УИК №167;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";528;500;0;119;2;379;2;118;1;119;10;4;4;6;0;0;0;0;9;1;11;98
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003052&tvd=4284003231054&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231054;УИК №168;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2187;2000;0;520;6;1474;6;520;10;516;30;7;7;23;0;0;0;0;86;11;114;305
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003053&tvd=4284003231055&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231055;УИК №169;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1770;1500;0;490;11;999;11;490;5;496;30;8;7;22;0;0;0;0;64;8;87;337
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003054&tvd=4284003231056&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231056;УИК №170;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1433;1100;0;378;10;712;10;378;9;379;30;8;5;22;0;0;0;0;55;7;89;228
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003055&tvd=4284003231057&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231057;УИК №171;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2489;2000;0;680;16;1304;16;680;5;691;30;14;8;16;0;0;0;0;83;16;139;453
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003056&tvd=4284003231058&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231058;УИК №172;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1976;1600;0;669;67;864;67;669;7;729;40;11;8;29;0;0;0;0;112;23;107;487
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003057&tvd=4284003231059&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231059;УИК №173;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2084;2000;0;424;56;1520;56;424;7;473;20;6;12;14;0;0;0;0;46;6;87;334
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003058&tvd=4284003231060&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231060;УИК №174;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1074;1000;0;198;13;789;13;198;3;208;20;2;7;18;0;0;0;0;28;2;29;149
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003059&tvd=4284003231061&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231061;УИК №175;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1830;1500;0;396;2;1102;2;394;17;379;30;10;8;20;1;0;0;0;43;9;47;280
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003060&tvd=4284003231062&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231062;УИК №176;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2463;2000;0;511;8;1481;8;510;11;507;20;10;5;10;0;0;0;0;68;9;77;353
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003061&tvd=4284003231063&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231063;УИК №177;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1527;1500;0;246;4;1250;4;245;2;247;20;7;3;13;0;0;0;0;34;3;23;187
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003062&tvd=4284003231064&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231064;УИК №178;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";983;800;0;228;10;562;10;228;4;234;10;3;2;7;0;0;0;0;14;2;36;182
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003063&tvd=4284003231065&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231065;УИК №179;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1759;1500;0;430;1;1069;1;430;14;417;40;35;6;5;1;0;0;0;58;12;63;284
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003064&tvd=4284003231066&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231066;УИК №180;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2012;2000;0;468;5;1527;5;468;7;466;30;14;13;16;0;0;0;0;64;13;68;321
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003065&tvd=4284003231067&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231067;УИК №181;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";259;200;0;38;0;162;0;38;0;38;10;2;4;8;0;0;0;0;6;0;2;30
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003066&tvd=4284003231068&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231068;УИК №182;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1837;1500;0;563;8;929;8;563;21;550;20;14;4;6;2;0;0;0;72;22;65;391
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003067&tvd=4284003231069&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231069;УИК №183;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2525;2000;0;696;15;1289;15;696;11;700;40;24;7;16;0;0;0;0;79;20;130;471
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003068&tvd=4284003231070&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231070;УИК №184;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";982;900;0;344;7;549;7;344;5;346;20;7;4;13;0;0;0;0;41;11;75;219
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003069&tvd=4284003231071&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231071;УИК №185;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2405;2000;0;677;20;1303;20;676;12;684;20;9;15;11;1;0;0;0;76;9;113;486
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003070&tvd=4284003231072&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231072;УИК №186;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2325;2000;0;620;23;1357;23;620;9;634;30;7;6;23;0;0;0;0;85;10;115;424
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003071&tvd=4284003231073&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231073;УИК №187;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2071;2000;0;544;5;1451;5;542;16;531;20;14;10;6;0;0;0;0;77;11;95;348
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003072&tvd=4284003231074&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231074;УИК №188;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2163;2000;0;495;18;1487;18;495;14;499;20;9;16;11;1;0;0;0;55;12;108;324
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003073&tvd=4284003231075&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231075;УИК №189;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1751;1500;0;430;16;1054;16;430;6;440;30;16;7;14;0;0;0;0;63;12;95;270
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003074&tvd=4284003231076&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231076;УИК №190;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";2640;2500;0;612;17;1871;17;612;18;611;20;13;8;7;0;0;0;0;89;14;96;412
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284003075&tvd=4284003231077&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284003231077;УИК №191;Благовещенская городская;Избирательная комиссия Амурской области;"";"";"";1652;1500;0;288;50;1162;50;288;2;336;20;5;5;15;2;0;0;0;25;3;66;242
