link;kom0;kom1;kom2;kom3;kom4;kom5;Число избирателей, включенных в список избирателей на момент окончания голосования;Число избирательных бюллетеней, полученных участковой избирательной комиссией;Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно;Число избирательных бюллетеней, выданных участковой избирательной комиссией избирателям в помещении;Число избирательных бюллетеней, выданных комиссией избирателям, проголосовавшим вне помещения;Число погашенных избирательных бюллетеней;Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования;Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования;Число недействительных избирательных бюллетеней;Число действительных избирательных бюллетеней;Число открепительных удостоверений, полученных участковой избирательной комиссией;Число открепительных удостоверений, выданных комиссией избирателям на участке до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных территориальной избирательной комиссией избирателям;Число утраченных открепительных удостоверений;Число утраченных избирательных бюллетеней;Число избирательных бюллетеней, не учтенных при получении;Абрамов Иван Николаевич;Жаровский Дмитрий Сергеевич;Кобызов Роман Александрович;Кожемяко Олег Николаевич
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001001&tvd=4284001161568&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161568;УИК №1;Архаринская;Избирательная комиссия Амурской области;"";"";"";1527;1500;0;347;52;1101;52;347;6;393;10;0;1;10;0;0;0;0;28;8;45;312
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001003&tvd=4284001161570&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161570;УИК №3;Архаринская;Избирательная комиссия Амурской области;"";"";"";1481;1500;0;351;34;1115;34;351;7;378;10;0;0;10;0;0;0;0;23;11;45;299
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001002&tvd=4284001161569&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161569;УИК №2;Архаринская;Избирательная комиссия Амурской области;"";"";"";1448;1500;0;382;129;989;129;382;12;499;10;2;0;8;0;0;0;0;38;14;45;402
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001004&tvd=4284001161571&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161571;УИК №4;Архаринская;Избирательная комиссия Амурской области;"";"";"";1527;1500;0;383;95;1022;95;381;8;468;10;1;0;9;0;0;0;0;40;18;46;364
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001005&tvd=4284001161572&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161572;УИК №5;Архаринская;Избирательная комиссия Амурской области;"";"";"";1450;1500;0;282;53;1165;53;282;7;328;10;1;0;9;0;0;0;0;31;2;36;259
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001006&tvd=4284001161573&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161573;УИК №6;Архаринская;Избирательная комиссия Амурской области;"";"";"";328;300;0;42;28;230;28;42;0;70;5;0;0;5;0;0;0;0;6;1;4;59
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001007&tvd=4284001161574&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161574;УИК №7;Архаринская;Избирательная комиссия Амурской области;"";"";"";574;590;0;239;27;324;27;239;2;264;7;0;1;7;0;0;0;0;17;3;31;213
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001008&tvd=4284001161575&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161575;УИК №8;Архаринская;Избирательная комиссия Амурской области;"";"";"";72;80;0;51;1;28;1;51;1;51;3;0;0;3;0;0;0;0;6;2;2;41
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001009&tvd=4284001161576&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161576;УИК №9;Архаринская;Избирательная комиссия Амурской области;"";"";"";178;180;0;58;24;98;24;58;1;81;3;0;2;3;0;0;0;0;5;3;5;68
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001010&tvd=4284001161577&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161577;УИК №10;Архаринская;Избирательная комиссия Амурской области;"";"";"";132;140;0;78;35;27;35;78;0;113;3;0;0;3;0;0;0;0;3;3;2;105
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001011&tvd=4284001161578&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161578;УИК №11;Архаринская;Избирательная комиссия Амурской области;"";"";"";287;300;0;157;26;117;26;157;6;177;4;4;0;0;0;0;0;0;20;10;16;131
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001012&tvd=4284001161579&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161579;УИК №12;Архаринская;Избирательная комиссия Амурской области;"";"";"";475;500;0;203;86;211;86;203;3;286;5;0;1;5;0;0;0;0;17;6;36;227
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001013&tvd=4284001161580&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161580;УИК №13;Архаринская;Избирательная комиссия Амурской области;"";"";"";333;340;0;152;33;155;33;152;6;179;3;3;0;0;0;0;0;0;20;11;14;134
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001014&tvd=4284001161581&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161581;УИК №14;Архаринская;Избирательная комиссия Амурской области;"";"";"";173;170;0;100;20;50;20;100;3;117;3;0;0;3;0;0;0;0;4;5;6;102
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001015&tvd=4284001161582&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161582;УИК №15;Архаринская;Избирательная комиссия Амурской области;"";"";"";116;100;0;52;17;31;17;52;1;68;3;0;3;3;0;0;0;0;12;4;2;50
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001016&tvd=4284001161583&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161583;УИК №16;Архаринская;Избирательная комиссия Амурской области;"";"";"";700;700;0;327;64;309;64;327;5;386;7;0;0;7;0;0;0;0;30;5;37;314
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001017&tvd=4284001161584&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161584;УИК №17;Архаринская;Избирательная комиссия Амурской области;"";"";"";342;350;0;120;47;183;47;120;2;165;5;0;1;5;0;0;0;0;11;1;7;146
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001018&tvd=4284001161585&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161585;УИК №18;Архаринская;Избирательная комиссия Амурской области;"";"";"";50;50;0;38;0;12;0;38;0;38;3;0;1;3;0;0;0;0;2;0;1;35
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001019&tvd=4284001161586&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161586;УИК №19;Архаринская;Избирательная комиссия Амурской области;"";"";"";281;290;0;133;38;119;38;133;4;167;3;0;0;3;0;0;0;0;14;5;13;135
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001020&tvd=4284001161587&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161587;УИК №20;Архаринская;Избирательная комиссия Амурской области;"";"";"";169;160;0;97;12;51;12;97;1;108;3;0;0;3;0;0;0;0;14;5;3;86
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001021&tvd=4284001161588&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161588;УИК №21;Архаринская;Избирательная комиссия Амурской области;"";"";"";159;160;0;52;40;68;40;52;2;90;3;0;0;3;0;0;0;0;7;2;9;72
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001022&tvd=4284001161589&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161589;УИК №22;Архаринская;Избирательная комиссия Амурской области;"";"";"";708;700;0;261;104;335;104;261;7;358;10;0;0;10;0;0;0;0;12;4;19;323
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001023&tvd=4284001161590&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161590;УИК №23;Архаринская;Избирательная комиссия Амурской области;"";"";"";127;130;0;69;6;55;6;69;0;75;3;0;0;3;0;0;0;0;9;4;8;54
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001024&tvd=4284001161591&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161591;УИК №24;Архаринская;Избирательная комиссия Амурской области;"";"";"";327;340;0;122;28;190;28;122;3;147;3;0;2;3;0;0;0;0;15;3;9;120
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001025&tvd=4284001161592&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161592;УИК №25;Архаринская;Избирательная комиссия Амурской области;"";"";"";128;130;0;68;13;49;13;68;3;78;3;0;0;3;0;0;0;0;7;4;8;59
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001026&tvd=4284001161593&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161593;УИК №26;Архаринская;Избирательная комиссия Амурской области;"";"";"";345;350;0;87;101;162;101;87;5;183;6;4;5;2;0;0;0;0;17;4;16;146
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284001027&tvd=4284001161594&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284001161594;УИК №27;Архаринская;Избирательная комиссия Амурской области;"";"";"";430;440;0;92;113;235;113;92;7;198;5;0;0;5;0;0;0;0;8;13;13;164
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022001&tvd=4284022152185&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152185;УИК №28;Белогорская;Избирательная комиссия Амурской области;"";"";"";229;200;0;94;10;96;10;94;2;102;4;0;5;4;0;0;0;0;3;1;3;95
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022002&tvd=4284022152186&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152186;УИК №29;Белогорская;Избирательная комиссия Амурской области;"";"";"";1748;1500;0;493;28;979;28;493;6;515;10;8;1;2;0;0;0;0;18;3;49;445
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022003&tvd=4284022152187&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152187;УИК №30;Белогорская;Избирательная комиссия Амурской области;"";"";"";189;190;0;73;9;108;9;73;1;81;4;0;0;4;0;0;0;0;3;0;9;69
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022004&tvd=4284022152188&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152188;УИК №31;Белогорская;Избирательная комиссия Амурской области;"";"";"";102;100;0;35;6;59;6;35;1;40;4;0;1;4;0;0;0;0;4;1;2;33
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022005&tvd=4284022152189&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152189;УИК №32;Белогорская;Избирательная комиссия Амурской области;"";"";"";473;400;0;168;15;217;15;168;7;176;10;6;2;4;0;0;0;0;14;0;2;160
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022006&tvd=4284022152190&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152190;УИК №33;Белогорская;Избирательная комиссия Амурской области;"";"";"";83;80;0;38;0;42;0;38;1;37;4;0;0;4;0;0;0;0;1;0;7;29
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022007&tvd=4284022152191&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152191;УИК №34;Белогорская;Избирательная комиссия Амурской области;"";"";"";886;800;0;253;16;531;16;253;8;261;10;0;1;10;0;0;0;0;17;2;29;213
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022008&tvd=4284022152192&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152192;УИК №35;Белогорская;Избирательная комиссия Амурской области;"";"";"";1515;1500;0;507;10;983;10;507;19;498;10;0;1;10;0;0;0;0;38;13;36;411
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022009&tvd=4284022152193&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152193;УИК №36;Белогорская;Избирательная комиссия Амурской области;"";"";"";417;400;0;115;5;280;5;115;1;119;4;0;1;4;0;0;0;0;8;1;8;102
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022010&tvd=4284022152194&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152194;УИК №37;Белогорская;Избирательная комиссия Амурской области;"";"";"";1667;1500;0;377;7;1116;7;377;4;380;10;1;3;9;0;0;0;0;26;4;44;306
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022011&tvd=4284022152195&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152195;УИК №38;Белогорская;Избирательная комиссия Амурской области;"";"";"";449;400;0;211;18;171;18;211;4;225;10;4;0;6;0;0;0;0;3;6;20;196
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022012&tvd=4284022152196&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152196;УИК №39;Белогорская;Избирательная комиссия Амурской области;"";"";"";95;100;0;58;0;42;0;58;0;58;4;0;0;4;0;0;0;0;3;0;8;47
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022013&tvd=4284022152197&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152197;УИК №40;Белогорская;Избирательная комиссия Амурской области;"";"";"";55;55;0;19;7;29;7;19;0;26;4;0;0;4;0;0;0;0;0;0;2;24
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022014&tvd=4284022152198&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152198;УИК №41;Белогорская;Избирательная комиссия Амурской области;"";"";"";122;125;0;75;0;50;0;75;2;73;4;0;2;4;0;0;0;0;6;4;18;45
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022015&tvd=4284022152199&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152199;УИК №42;Белогорская;Избирательная комиссия Амурской области;"";"";"";496;500;0;215;20;265;20;215;2;233;10;4;1;6;0;0;0;0;8;1;11;213
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022016&tvd=4284022152200&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152200;УИК №43;Белогорская;Избирательная комиссия Амурской области;"";"";"";286;290;0;116;8;166;8;116;2;122;4;0;1;4;0;0;0;0;5;1;1;115
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022017&tvd=4284022152201&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152201;УИК №44;Белогорская;Избирательная комиссия Амурской области;"";"";"";499;500;0;213;22;265;22;213;3;232;10;1;1;9;0;0;0;0;15;3;34;180
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022018&tvd=4284022152202&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152202;УИК №45;Белогорская;Избирательная комиссия Амурской области;"";"";"";68;70;0;30;1;39;1;30;2;29;4;0;1;4;0;0;0;0;4;0;0;25
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022019&tvd=4284022152203&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152203;УИК №46;Белогорская;Избирательная комиссия Амурской области;"";"";"";65;65;0;38;2;25;2;38;0;40;4;0;0;4;0;0;0;0;2;0;2;36
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022021&tvd=4284022152205&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152205;УИК №48;Белогорская;Избирательная комиссия Амурской области;"";"";"";72;75;0;43;0;32;0;43;1;42;4;0;1;4;0;0;0;0;0;0;7;35
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022020&tvd=4284022152204&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152204;УИК №47;Белогорская;Избирательная комиссия Амурской области;"";"";"";652;600;0;246;7;347;7;246;8;245;10;1;3;9;0;0;0;0;20;1;24;200
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022022&tvd=4284022152206&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152206;УИК №49;Белогорская;Избирательная комиссия Амурской области;"";"";"";1195;1000;0;412;9;579;9;412;15;406;10;0;4;10;0;0;0;0;21;12;62;311
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022024&tvd=4284022152208&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152208;УИК №51;Белогорская;Избирательная комиссия Амурской области;"";"";"";343;300;0;177;0;123;0;177;3;174;10;2;1;8;0;0;0;0;9;0;13;152
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022023&tvd=4284022152207&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152207;УИК №50;Белогорская;Избирательная комиссия Амурской области;"";"";"";120;120;0;40;2;78;2;40;1;41;4;0;0;4;0;0;0;0;1;1;1;38
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022025&tvd=4284022152209&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152209;УИК №52;Белогорская;Избирательная комиссия Амурской области;"";"";"";133;130;0;95;0;35;0;95;0;95;4;0;1;4;0;0;0;0;15;3;9;68
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022026&tvd=4284022152210&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152210;УИК №53;Белогорская;Избирательная комиссия Амурской области;"";"";"";65;60;0;37;0;23;0;37;0;37;4;0;1;4;0;0;0;0;3;0;10;24
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022027&tvd=4284022152211&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152211;УИК №54;Белогорская;Избирательная комиссия Амурской области;"";"";"";391;400;0;135;12;253;12;135;2;145;10;1;1;9;0;0;0;0;11;1;18;115
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022028&tvd=4284022152212&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152212;УИК №55;Белогорская;Избирательная комиссия Амурской области;"";"";"";100;100;0;52;0;48;0;52;3;49;4;0;1;4;0;0;0;0;2;1;0;46
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022029&tvd=4284022152213&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152213;УИК №56;Белогорская;Избирательная комиссия Амурской области;"";"";"";78;120;0;68;10;42;10;68;0;78;4;0;1;4;0;0;0;0;5;4;5;64
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022030&tvd=4284022152214&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152214;УИК №57;Белогорская;Избирательная комиссия Амурской области;"";"";"";637;600;0;215;20;365;20;215;4;231;10;4;1;6;0;0;0;0;30;10;41;150
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022031&tvd=4284022152215&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152215;УИК №58;Белогорская;Избирательная комиссия Амурской области;"";"";"";360;350;0;157;9;184;9;157;2;164;10;3;3;7;0;0;0;0;2;0;12;150
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022033&tvd=4284022152217&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152217;УИК №60;Белогорская;Избирательная комиссия Амурской области;"";"";"";190;190;0;83;11;96;11;83;3;91;4;0;0;4;0;0;0;0;3;1;6;81
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022032&tvd=4284022152216&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152216;УИК №59;Белогорская;Избирательная комиссия Амурской области;"";"";"";193;190;0;63;2;125;2;63;3;62;4;1;1;3;0;0;0;0;2;4;7;49
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284022034&tvd=4284022152218&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284022152218;УИК №61;Белогорская;Избирательная комиссия Амурской области;"";"";"";1240;1000;0;401;24;575;24;401;7;418;10;0;2;10;0;0;0;0;32;2;38;346
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002002&tvd=4284002127439&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127439;УИК №63;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1843;1300;0;1087;26;187;26;1087;23;1090;15;1;6;14;0;0;0;0;50;15;87;938
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002001&tvd=4284002127438&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127438;УИК №62;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2383;1700;0;1330;23;347;23;1330;24;1329;15;2;7;13;0;0;0;0;62;27;104;1136
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002003&tvd=4284002127440&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127440;УИК №64;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1597;1150;0;869;31;250;31;869;12;888;15;2;7;13;0;0;0;0;47;20;53;768
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002004&tvd=4284002127441&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127441;УИК №65;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1442;1000;0;799;23;178;23;799;10;812;15;4;6;11;0;0;0;0;48;12;74;678
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002005&tvd=4284002127442&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127442;УИК №66;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2200;1550;0;1092;72;386;72;1092;21;1143;15;9;0;6;0;0;0;0;73;21;115;934
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002006&tvd=4284002127443&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127443;УИК №67;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2553;1800;0;1317;83;400;83;1317;17;1383;15;5;9;10;0;0;0;0;69;36;168;1110
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002007&tvd=4284002127444&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127444;УИК №68;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2896;2050;0;1209;180;661;180;1208;24;1364;15;4;5;11;0;0;0;0;76;37;83;1168
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002008&tvd=4284002127445&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127445;УИК №69;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2395;1700;0;1145;15;540;15;1145;22;1138;15;5;5;10;0;0;0;0;25;27;58;1028
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002009&tvd=4284002127446&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127446;УИК №70;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2014;1450;0;996;21;433;21;996;22;995;15;6;11;9;0;0;0;0;26;20;70;879
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002010&tvd=4284002127447&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127447;УИК №71;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2443;1700;0;1177;21;502;21;1177;16;1182;15;11;2;4;0;0;0;0;53;22;42;1065
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002011&tvd=4284002127448&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127448;УИК №72;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2687;1900;0;1438;23;439;23;1438;24;1437;15;2;6;13;0;0;0;0;33;18;69;1317
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002012&tvd=4284002127449&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127449;УИК №73;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2344;1700;0;1063;19;618;19;1063;21;1061;15;4;1;11;0;0;0;0;41;15;53;952
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002013&tvd=4284002127450&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127450;УИК №74;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2075;1680;0;1109;21;550;21;1109;15;1115;15;2;2;13;0;0;0;0;117;63;79;856
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002014&tvd=4284002127451&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127451;УИК №75;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1869;1350;0;853;11;486;11;853;12;852;15;5;1;10;1;0;0;0;45;17;54;736
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002015&tvd=4284002127452&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127452;УИК №76;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2465;1750;0;1166;35;549;35;1166;20;1181;15;9;1;6;0;0;0;0;42;22;39;1078
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002016&tvd=4284002127453&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127453;УИК №77;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2365;1650;0;982;49;619;49;981;16;1014;15;3;2;12;0;0;0;0;29;9;44;932
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002017&tvd=4284002127454&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127454;УИК №78;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1415;1100;0;855;13;232;13;855;25;843;15;0;6;15;0;0;0;0;102;49;59;633
